,id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
20518,479300,0,0,3.06,11,,0,3.8,0.7,5,1
2984,68463,1,0,2.15,24,,2,0.0,0.0,5,1
18862,441404,1,0,1.3,21,,1,0.0,0.0,0,1
55079,1289549,1,1,1.56,37,0.38,0,348.2,17.3,0,0
28574,669182,0,0,0.4,19,,0,10.3,0.6,0,1
28645,670778,1,1,1.68,24,,0,11.1,2.0,0,1
20817,486141,1,0,3.59,21,0.0,0,56.6,3.8,0,1
2346,54274,0,0,5.82,7,,0,12.3,1.5,5,1
50429,1182601,1,1,1.97,28,0.0,0,49.9,6.3,0,1
12039,279375,1,0,5.81,24,,0,81.3,3.8,0,1
70872,1656967,1,0,0.7,19,0.52,0,133.5,5.9,0,1
31773,746247,1,1,4.47,20,0.04,0,16.4,3.9,0,0
16066,375339,0,0,2.17,19,,0,9.3,1.0,1,1
46079,1080409,1,1,2.61,24,1.3,1,112.4,14.7,0,0
3261,74212,1,1,2.3,0,,0,0.0,0.0,5,1
64167,1504179,1,1,0.95,13,1.03,0,4.3,1.1,0,1
49030,1151020,1,1,2.19,19,0.0,0,37.3,2.9,0,1
19664,459767,1,1,0.9,21,0.0,0,0.0,0.0,0,1
4001,91600,1,1,4.68,36,,0,13.9,0.8,0,1
22223,520517,1,1,4.61,33,,0,3.0,0.3,0,1
64793,1519104,1,1,0.65,8,1.32,0,21.1,1.7,0,0
8485,197259,0,0,1.89,13,,0,0.0,0.0,0,1
10785,251865,0,0,3.5,79,,0,430.4,35.9,0,1
52659,1234589,1,1,1.85,21,0.09,0,147.8,7.7,0,0
25639,601290,1,0,2.36,16,0.0,0,17.6,0.8,0,1
37738,884768,1,1,3.58,19,1.88,0,156.6,5.9,0,0
10820,252880,1,0,3.17,18,,1,15.9,2.2,0,1
27694,649252,1,1,5.16,15,1.3,0,30.2,2.1,0,0
65170,1527285,1,1,0.62,41,1.77,0,165.1,15.1,1,0
71108,1662686,0,0,0.06,18,1.91,1,28.9,2.0,0,0
47639,1117007,1,1,2.38,11,1.64,0,71.5,10.5,0,0
19940,466236,1,0,1.99,22,,0,0.0,0.0,0,1
17483,408904,1,0,3.47,23,,4,14.4,0.7,0,1
14011,326020,0,0,6.68,13,,0,11.3,2.3,2,0
15793,368827,1,1,6.5,21,0.49,0,16.5,1.1,0,0
9097,211075,0,0,1.78,36,,0,0.0,0.0,0,1
18817,440442,1,1,6.23,17,1.93,0,77.8,10.7,0,0
71028,1660800,1,0,0.07,9,1.9,0,23.2,3.5,0,0
25561,599822,0,0,0.41,23,,0,0.0,0.0,0,1
66984,1568509,1,0,0.41,16,1.56,0,99.5,6.0,0,0
16604,387892,1,1,3.0,21,,0,11.5,1.1,0,1
4596,104933,1,0,4.2,14,0.0,0,6.8,1.2,0,1
499,11120,0,0,6.38,0,,0,0.2,0.0,0,1
4342,99511,1,0,5.22,27,,0,36.4,3.1,0,1
47747,1119490,1,0,2.37,21,0.12,0,5.3,0.7,0,0
41995,983279,1,0,3.03,12,0.91,1,66.7,2.8,0,0
7329,169755,0,0,0.9,0,,0,0.0,0.0,0,1
26179,614098,1,1,5.4,20,0.47,0,40.0,2.1,0,0
32402,760435,1,1,4.35,163,,0,128.7,23.1,0,0
67780,1586303,1,1,0.32,11,0.31,0,30.8,1.0,0,0
5427,124730,1,1,5.35,25,,0,59.5,4.2,0,1
869,19859,0,0,8.54,11,,0,6.8,0.7,7,1
48574,1138993,1,1,2.25,12,1.66,0,81.1,13.1,0,0
759,17325,0,0,3.45,13,,0,0.0,0.0,0,1
17847,416858,1,1,3.0,24,,0,0.0,0.0,0,1
71147,1663771,1,1,0.06,8,1.91,0,9.1,1.6,0,0
19363,453151,1,0,4.18,29,0.0,0,6.2,0.4,0,1
19749,461879,1,0,1.82,35,0.0,0,8.2,1.2,0,1
36654,859722,1,0,3.75,21,0.44,0,25.1,0.7,0,0
12362,287426,1,0,6.85,33,,0,8.4,0.7,0,0
34332,806316,1,0,2.39,24,,0,42.3,3.4,0,1
66549,1558315,1,0,0.47,30,0.48,0,12.1,1.7,0,0
69015,1613946,1,1,0.21,17,1.76,0,141.8,10.1,0,0
63200,1481853,1,0,1.26,14,0.71,0,39.9,2.1,0,1
14233,330576,1,0,6.64,22,0.0,0,36.2,2.0,0,1
8175,189785,1,0,3.35,18,,2,97.1,21.4,0,1
68947,1612318,1,1,0.73,24,1.24,2,6.6,0.6,0,1
46480,1089329,1,0,2.55,20,1.36,0,50.8,6.5,0,0
6395,147663,1,1,4.81,10,,0,2.5,0.2,6,1
36248,850584,0,0,1.98,26,0.0,0,45.7,3.3,0,1
6093,140677,1,1,1.16,0,0.81,0,0.0,0.0,7,1
10881,254048,1,0,6.95,20,1.15,1,33.3,2.5,0,0
17705,413856,1,1,1.99,24,,0,8.9,1.2,0,1
19116,447443,1,1,1.69,0,0.0,0,1.6,0.5,4,1
26082,611636,1,0,1.94,33,,0,7.2,1.7,0,1
60164,1409378,1,1,1.8,24,1.35,0,207.9,26.1,0,1
4559,104164,0,0,2.82,0,,0,0.0,0.0,5,1
62493,1465254,1,0,1.17,18,0.8,0,11.2,0.7,0,1
13589,316410,1,0,2.73,21,,0,19.5,1.2,0,1
61025,1431125,1,0,0.97,20,1.01,0,39.3,2.2,0,0
26141,613147,1,0,1.18,18,0.0,0,0.0,0.0,0,1
7853,182064,1,0,2.02,23,,0,0.0,0.0,0,1
69648,1629283,1,1,0.15,13,1.82,0,54.5,2.3,0,0
5766,132891,0,0,2.12,0,,0,0.0,0.0,7,1
56371,1319173,1,0,1.39,13,0.59,3,30.1,2.3,0,0
7453,172518,0,0,2.85,23,,1,10.4,2.2,0,1
66196,1549796,1,1,0.52,15,1.67,0,26.1,3.1,0,0
13159,306216,1,1,3.82,30,,0,23.1,0.9,0,1
51243,1202015,1,1,1.94,28,0.0,0,63.1,3.7,0,1
69638,1629056,1,0,0.16,26,0.83,0,112.4,10.2,0,0
61995,1453685,1,1,0.9,36,1.32,0,114.4,7.9,0,0
57315,1342569,1,1,1.97,23,0.0,0,35.2,3.0,0,1
36679,860315,1,1,3.75,32,1.24,0,60.7,4.5,0,0
3569,81197,1,1,1.97,23,,1,0.0,0.0,0,1
42064,984817,1,0,1.21,13,0.0,0,26.2,0.7,0,1
62742,1471248,1,1,0.83,15,1.14,0,41.4,3.7,0,0
11576,270145,1,0,6.89,22,0.7,1,96.4,8.3,0,0
41617,974623,1,1,3.06,25,1.86,0,46.9,3.9,0,0
63057,1478582,1,1,0.81,28,1.41,0,213.0,13.2,0,0
53978,1264372,1,1,1.7,13,0.28,1,271.3,36.5,0,0
69759,1631731,1,0,0.15,17,1.82,0,171.6,3.2,0,0
38636,906179,1,1,3.41,12,0.48,0,57.8,2.1,0,0
39733,930296,1,0,1.39,29,0.0,1,10.6,0.5,0,1
64276,1506788,0,0,0.7,25,0.29,1,86.0,6.0,0,0
41415,969324,1,0,3.08,12,0.86,0,12.5,1.2,0,0
70704,1653111,1,1,0.1,14,1.88,0,49.1,2.9,0,0
5445,125200,1,1,2.79,13,,0,0.0,0.0,0,1
25689,602486,1,0,5.5,22,0.03,0,74.9,5.7,0,0
71762,1678323,0,0,0.01,0,1.96,0,,,0,0
37636,882193,1,1,3.6,12,0.31,0,36.1,3.5,0,0
39751,930734,1,0,3.23,12,0.76,0,27.6,4.8,0,0
29584,693589,1,1,4.89,10,1.2,0,31.5,3.7,0,0
61018,1430980,1,0,0.97,18,1.25,0,9.6,0.7,0,0
63429,1487114,1,1,0.77,22,1.2,0,103.7,14.3,0,0
69392,1623285,1,1,0.21,20,0.0,1,120.0,13.7,0,1
60746,1424458,0,0,0.99,34,0.5,0,131.2,8.9,0,0
32266,757467,1,1,4.24,16,0.0,0,46.0,10.8,0,1
31937,750031,0,0,1.32,37,,0,36.9,12.4,3,1
19678,460112,1,0,6.16,25,0.42,4,69.6,7.2,0,0
31257,733378,1,1,0.62,21,,0,14.9,1.2,0,1
46306,1085112,1,0,0.63,47,0.0,0,62.2,10.2,0,1
16237,378829,1,1,6.46,21,,0,34.3,1.7,0,0
47752,1119575,1,0,2.37,21,1.73,0,47.0,3.4,0,0
38542,903991,1,1,3.96,11,,0,3.5,0.2,0,1
37892,888288,1,1,3.55,12,0.54,0,33.3,2.7,0,0
45575,1069062,1,1,2.67,10,1.25,0,21.0,0.8,0,0
20530,479469,1,0,2.46,19,,0,1.3,0.1,0,1
24070,564688,0,0,4.93,16,,0,41.5,2.4,0,1
41669,975997,1,0,0.54,11,0.0,0,20.7,2.8,0,1
26562,622618,1,0,5.34,22,0.71,0,8.1,3.6,0,0
54685,1281211,1,1,1.61,21,0.37,0,123.0,7.9,0,0
9487,220500,0,0,2.07,21,,0,0.0,0.0,0,1
27878,653872,0,0,0.88,18,0.0,0,10.1,0.9,0,1
1345,31120,1,0,4.53,22,,0,9.3,0.7,0,1
7335,169843,0,0,1.18,0,,0,0.0,0.0,0,1
29301,686648,1,0,4.93,24,,0,130.9,7.8,0,0
40360,944712,1,0,3.17,10,0.87,0,74.6,3.0,0,0
57694,1351440,1,0,1.21,20,0.76,0,29.3,1.5,0,0
37560,880537,1,0,3.61,21,0.32,0,95.4,59.6,0,0
34477,809991,1,1,4.05,59,1.7,2,66.5,90.4,0,0
35482,833488,1,0,1.39,29,0.0,0,23.8,1.8,0,1
38054,892380,0,0,1.04,26,,0,10.3,1.5,0,1
57876,1355711,1,0,1.95,22,,0,64.6,3.7,0,1
61816,1449028,1,1,0.91,24,1.8,0,247.3,12.5,0,0
63033,1477991,1,1,1.38,14,0.6,0,88.5,4.5,0,1
41193,964265,1,0,2.36,11,0.0,0,16.0,3.8,0,1
9942,231532,1,0,4.74,22,0.0,0,20.8,1.2,0,1
54064,1266464,1,1,1.68,37,0.24,0,55.1,1.8,0,0
51984,1219391,1,0,1.92,14,0.05,0,35.3,2.2,0,0
27526,645438,1,0,5.18,25,0.02,0,71.0,4.8,0,0
55644,1302484,1,0,1.47,13,0.44,0,102.7,7.6,0,0
13860,322579,1,0,3.88,24,0.0,0,18.3,1.0,0,1
18727,438333,1,0,6.24,20,,1,12.5,0.7,0,0
45459,1066183,1,1,2.68,10,1.24,0,85.3,7.2,0,0
11014,257270,1,0,6.94,22,2.2,0,9.2,1.2,0,0
61604,1444488,0,0,1.5,26,,0,0.0,0.0,0,1
12140,281632,0,0,0.45,19,0.0,0,0.0,0.0,0,1
36408,854660,1,0,0.84,21,0.0,0,76.1,6.9,0,1
35806,840818,1,0,4.06,18,1.92,2,76.5,5.3,0,1
15685,366520,1,0,2.1,21,,0,5.7,0.4,0,1
69265,1619953,1,1,0.18,22,1.79,0,37.7,4.5,0,0
3397,77229,0,0,2.17,12,,0,0.0,0.0,0,1
46597,1092155,1,1,2.53,10,1.36,0,12.9,0.8,0,0
7910,183260,0,0,2.44,23,,0,0.0,0.0,0,1
52626,1233808,1,1,1.96,36,0.0,2,77.8,4.1,0,1
56324,1318270,1,0,1.39,24,,0,26.2,1.4,0,0
27422,643197,1,0,3.82,24,,0,54.5,2.5,0,1
50264,1178952,1,1,2.08,17,1.86,0,27.8,0.9,0,0
5314,121894,1,1,7.85,15,1.39,0,72.9,38.1,0,0
4086,93476,0,0,5.52,30,,0,28.0,2.7,0,1
22786,534304,1,0,5.91,22,0.09,0,143.7,7.8,0,0
40789,954937,1,1,3.14,18,1.81,1,63.9,4.3,0,0
11654,271860,1,0,1.75,22,,0,0.0,0.0,0,1
19137,447862,1,0,5.19,18,0.0,0,14.7,0.9,0,1
19511,456229,1,0,1.32,21,0.0,0,0.4,0.1,0,1
64960,1522650,1,1,0.78,9,0.0,0,0.0,0.0,0,1
47106,1104156,1,1,2.45,20,1.48,1,123.9,7.6,1,0
54149,1268297,1,0,0.06,0,0.03,0,11.4,0.3,0,1
18911,442526,1,0,6.92,0,,0,0.0,0.0,0,1
21601,505366,1,1,6.02,12,0.18,0,28.4,2.5,0,0
2154,49920,1,1,2.56,23,0.0,1,0.0,0.0,0,1
25866,606790,1,1,5.45,15,1.32,2,71.0,6.5,0,0
63108,1479850,1,0,0.8,17,1.56,0,42.7,3.1,0,0
60556,1419890,1,0,1.85,20,0.12,0,44.2,1.8,0,1
4460,102016,1,1,1.7,0,0.0,0,0.0,0.0,0,1
17441,407871,1,0,3.48,22,,0,23.8,0.7,0,1
71645,1675286,1,0,0.02,0,0.51,0,,,0,0
55340,1296051,1,0,1.52,13,0.41,0,51.0,2.1,0,0
68510,1602483,1,1,0.25,33,0.26,0,88.7,19.7,0,0
39451,924333,1,0,1.98,33,,0,24.2,19.9,0,1
8365,194817,1,0,3.26,19,,0,3.2,0.3,0,1
13912,323758,1,1,6.7,17,1.65,0,125.5,11.0,0,0
63735,1494059,1,0,0.46,13,0.0,0,9.4,0.6,0,1
71828,1680049,1,1,0.0,0,1.97,0,,,0,0
30455,714123,0,0,0.77,54,,0,63.7,5.3,0,1
71585,1674087,0,0,0.02,0,1.95,0,,,0,0
41075,961604,1,0,3.12,30,0.8,0,47.3,2.1,0,0
14016,326115,1,1,6.68,20,0.38,0,32.8,3.7,0,0
66602,1559401,1,1,0.46,20,1.51,0,2.6,1.1,0,0
49782,1168587,0,0,1.7,27,,1,66.8,18.4,0,1
19549,456864,1,0,1.99,19,,0,8.0,1.0,2,1
27294,639842,1,0,4.01,24,,0,8.6,0.6,0,1
21118,493835,1,0,0.92,22,,0,0.0,0.0,0,1
47292,1108915,1,1,2.4,28,0.0,0,101.5,7.3,0,1
54485,1276153,1,0,1.63,38,,0,94.3,8.6,0,0
70550,1649499,0,0,0.1,42,1.87,0,164.0,6.6,0,0
36378,853825,0,0,2.18,28,,0,22.4,0.8,0,1
23787,558479,1,1,5.82,22,0.9,1,51.4,3.0,0,0
31338,735174,1,0,2.03,26,,0,17.1,1.1,0,1
25929,608179,0,0,3.47,24,,0,26.8,1.2,0,1
11838,275346,1,0,2.83,23,,0,11.3,0.7,0,1
25002,586265,1,0,3.54,32,,0,44.4,4.9,0,1
12498,290819,1,1,6.84,19,1.86,1,33.7,2.1,0,0
38191,895470,1,1,3.49,28,1.73,0,90.5,4.8,0,0
13540,315090,0,0,2.85,22,,0,6.6,0.7,0,1
19663,459757,1,1,6.16,15,1.36,0,353.9,20.9,0,0
70412,1645971,1,0,0.67,20,,1,179.8,6.3,0,1
13198,307115,1,1,6.79,37,0.42,0,173.0,3.4,0,0
24274,569477,1,1,2.17,10,0.0,0,6.8,0.2,0,1
53236,1248252,1,0,0.59,18,0.0,0,66.1,11.6,0,1
25096,588418,0,0,0.62,23,,1,0.0,0.0,0,1
33512,786878,1,0,0.54,15,0.0,0,20.6,0.9,0,1
36028,845556,0,0,1.32,22,0.0,0,20.3,2.9,0,1
14722,342128,1,0,6.59,22,0.84,0,13.2,1.3,0,0
14356,333682,1,0,5.07,17,0.0,0,31.7,0.8,0,1
12240,284500,1,0,6.85,30,1.17,0,234.7,11.2,0,0
69106,1616067,1,1,0.21,17,1.77,0,157.9,16.0,0,0
53163,1246485,1,0,1.79,13,0.14,0,9.3,0.6,0,0
41182,963944,1,0,3.11,12,0.84,0,77.1,11.0,0,0
6944,160712,1,0,3.5,23,,0,16.7,1.8,0,1
53911,1263230,1,0,1.7,13,0.21,0,61.9,2.7,0,0
62433,1463738,1,0,0.86,14,1.11,0,13.8,1.3,0,0
4915,112933,1,1,7.91,23,1.75,1,89.0,6.5,0,0
42211,988329,1,0,3.01,28,0.92,0,56.0,6.4,0,0
70494,1647918,1,1,0.11,26,1.87,1,116.7,13.5,0,0
57126,1337279,1,0,1.27,20,0.7,0,42.5,2.0,0,0
22209,520219,1,0,5.96,22,0.1,1,18.6,0.6,0,0
41865,980134,1,1,3.43,52,0.96,0,156.2,13.5,0,1
5356,122973,1,1,2.13,0,,1,0.0,0.0,6,1
34998,822234,1,1,3.99,50,0.18,1,103.8,3.7,0,0
1896,44000,1,1,8.82,16,1.92,0,22.9,0.9,0,0
61968,1452950,0,0,1.26,31,,1,38.6,3.0,0,1
52343,1227641,1,0,1.88,22,0.01,1,57.8,3.3,0,0
64920,1521870,1,1,0.64,14,1.58,0,74.5,2.0,0,0
26274,616065,1,0,5.39,21,0.18,1,100.8,6.3,0,0
47222,1107042,1,1,2.44,16,1.82,0,69.8,8.4,0,0
27995,656290,0,0,3.42,30,0.0,0,16.7,1.4,0,1
41416,969341,0,0,0.99,67,,1,172.6,15.8,0,1
59479,1393363,1,1,1.08,28,1.14,0,89.9,5.0,0,0
33600,788935,0,0,1.77,50,,8,93.3,70.4,0,1
33823,793910,1,0,2.78,32,,0,89.1,3.2,0,1
9465,219907,0,0,2.56,0,,0,28.6,0.9,7,1
10201,238237,1,1,7.02,24,0.79,0,104.3,8.5,0,0
3260,74210,1,0,1.98,0,0.0,0,0.0,0.0,0,1
24656,578166,1,0,1.98,0,,0,6.8,0.3,0,1
39885,933577,1,0,2.1,22,0.0,0,31.1,7.4,0,1
1681,39032,0,0,2.64,0,,0,0.0,0.0,0,1
11395,266155,1,1,5.46,15,0.0,0,16.5,1.5,0,1
52257,1225730,1,1,1.89,20,0.08,0,16.1,1.7,0,0
18051,421978,1,1,6.3,21,0.44,1,102.7,8.9,0,0
61455,1441074,0,0,0.92,24,0.0,0,67.8,4.1,0,1
67542,1581116,1,1,0.35,19,1.97,1,51.9,7.0,0,0
56275,1317077,1,0,1.33,8,,0,99.0,9.0,0,1
23212,544964,0,0,0.01,23,0.01,0,0.0,0.0,0,1
30287,710143,1,0,1.14,15,0.0,0,76.9,6.1,0,1
2867,65494,0,0,2.09,0,,0,0.0,0.0,0,1
71689,1676353,1,1,0.02,0,1.96,0,,,0,0
10149,237080,1,0,4.61,32,,0,40.9,6.2,0,1
60853,1426775,1,0,0.98,22,0.99,0,68.7,5.8,0,0
67956,1590178,0,0,0.31,28,1.67,0,32.8,3.1,0,0
5768,132910,1,0,2.22,0,,0,0.0,0.0,6,1
12836,298921,1,1,5.6,13,,1,36.4,1.7,0,1
53207,1247529,1,0,1.78,13,0.14,0,83.0,5.1,0,0
65033,1524104,1,1,0.63,15,1.34,0,68.2,4.1,0,0
11959,277859,0,0,1.07,21,0.01,0,0.0,0.0,0,1
45113,1057032,1,1,1.98,17,,0,31.8,4.2,0,1
3055,70131,1,0,2.19,0,,0,0.0,0.0,5,1
28844,675504,1,0,5.01,24,,0,98.5,7.3,0,0
70056,1638374,1,0,0.13,15,1.84,0,88.7,2.2,0,0
26915,630825,0,0,1.32,13,0.0,0,8.5,0.7,0,1
5775,133092,1,0,7.75,22,1.04,0,78.2,6.9,0,0
42587,998025,1,0,2.98,20,0.96,0,34.9,4.2,0,0
4084,93419,1,0,4.21,17,,0,1.7,0.1,0,1
10253,239308,1,1,6.52,7,0.0,0,30.5,3.3,0,1
68909,1611441,1,0,0.22,19,1.75,0,27.9,2.1,0,0
4483,102445,1,0,7.25,24,,0,0.0,0.0,0,1
1927,44578,0,0,8.33,24,,0,12.1,0.6,0,1
34897,819772,1,1,4.47,19,,0,141.3,9.0,0,1
62139,1457213,1,0,0.88,24,,0,226.3,47.3,0,0
64324,1507900,1,0,0.69,8,0.01,1,78.8,13.5,0,0
13095,304642,1,0,1.51,23,0.0,0,0.0,0.0,0,1
35642,837171,1,1,2.37,0,,0,0.0,0.0,0,1
71773,1678603,1,0,0.01,0,1.96,0,,,0,0
67974,1590520,1,1,0.24,14,0.0,1,110.9,15.1,0,1
39213,919509,1,1,3.32,26,0.55,0,66.4,4.5,0,0
66792,1563984,1,1,0.43,15,0.51,1,43.4,2.0,0,0
30836,722697,1,1,5.43,17,1.35,0,166.7,17.8,0,1
71630,1674877,1,0,0.02,0,1.95,0,,,0,0
17333,405204,1,0,2.77,11,0.0,0,26.1,1.3,0,1
65107,1525852,1,1,0.62,15,1.35,0,15.9,0.7,0,0
5563,128019,1,0,7.39,22,,0,10.4,0.8,0,1
53843,1261581,1,0,1.71,13,0.26,0,1.5,0.4,0,0
5294,121556,0,0,1.54,0,,0,0.0,0.0,0,1
219,4897,0,0,6.05,14,,0,0.0,0.0,0,1
68706,1606677,1,1,0.24,0,1.98,0,78.8,3.5,0,0
53966,1264243,1,0,1.7,13,0.22,0,36.4,5.2,0,0
5530,127161,0,0,1.49,14,0.0,0,0.0,0.0,0,1
60666,1422575,1,1,1.0,24,0.98,0,46.9,4.3,0,0
23325,547615,1,0,2.08,23,,0,2.9,0.3,0,1
19499,455978,1,0,4.24,19,0.0,0,10.7,0.3,0,1
68933,1611912,1,1,0.22,22,1.43,0,12.2,1.0,0,0
12307,285816,0,0,2.03,52,,1,0.0,0.0,0,1
15514,362350,1,0,1.75,17,0.0,0,0.0,0.0,0,1
57295,1341926,1,0,0.3,20,0.0,0,54.6,2.5,0,1
2680,61249,1,1,2.24,0,,0,0.0,0.0,0,1
18045,421904,1,0,0.76,17,0.0,0,0.0,0.0,0,1
3504,79735,1,0,3.69,13,,1,3.8,1.1,0,1
281,6330,0,0,8.69,162,,0,0.0,0.0,0,1
11149,260630,1,1,3.15,24,,0,14.5,0.6,0,1
28191,660822,0,0,0.75,20,,1,24.0,1.5,0,1
72171,1687693,1,1,0.42,11,1.56,0,14.0,0.5,0,1
32949,773615,1,0,0.83,21,,0,7.2,0.9,0,1
57309,1342409,1,0,1.25,24,,0,42.2,3.4,0,0
384,8582,0,0,5.4,0,,0,0.0,0.0,0,1
18755,438976,1,1,0.29,6,0.0,0,0.0,0.0,0,1
48812,1145201,1,1,1.97,20,0.0,0,101.1,14.2,0,1
40944,958813,1,0,3.13,12,0.82,0,45.9,3.3,0,0
59718,1399196,1,0,1.07,14,0.9,0,21.7,1.9,0,0
49312,1157071,1,0,2.17,20,1.87,1,136.1,15.2,0,0
68689,1606324,1,0,0.24,29,0.75,0,115.6,12.3,0,0
60615,1421245,1,0,1.0,14,0.97,0,187.6,12.5,0,0
34449,809135,1,1,4.06,18,1.84,1,46.7,5.3,0,0
17703,413777,1,1,3.98,13,,1,1.0,0.1,3,1
66555,1558445,0,0,0.47,24,1.51,0,14.8,1.2,0,0
32983,774527,1,1,3.47,20,0.0,1,112.1,7.3,0,1
71738,1677676,1,0,0.01,0,0.94,0,,,0,0
37737,884759,1,0,3.58,21,1.21,0,8.4,0.6,0,0
60878,1427603,1,1,0.98,40,0.99,1,130.3,8.1,0,0
17672,413128,1,0,3.56,17,,0,8.3,0.4,5,1
55590,1301385,1,0,1.48,25,1.97,1,73.1,5.1,0,0
69768,1631867,1,0,0.15,26,0.84,0,53.7,4.9,0,0
50867,1192655,1,1,2.04,13,1.84,0,55.1,3.4,0,0
66702,1561895,1,0,0.45,20,1.53,0,19.2,2.9,0,0
69805,1632616,1,0,0.78,19,1.19,0,23.6,1.5,0,1
14908,346791,1,1,6.58,15,1.31,0,135.4,5.5,0,0
59534,1394471,1,1,1.08,24,0.61,0,92.2,6.1,0,0
56149,1314049,1,1,1.41,20,0.05,0,55.0,8.5,0,0
51553,1208840,0,0,1.96,24,,0,97.5,9.0,0,0
40664,951471,1,1,3.37,23,0.99,0,112.3,8.5,0,1
20542,479775,1,0,4.56,17,0.0,0,15.8,2.5,0,1
17836,416628,1,0,2.75,14,0.0,0,24.5,1.0,0,1
35019,822686,1,0,1.36,29,0.0,2,37.6,2.4,0,1
63857,1496559,1,0,0.74,8,1.24,1,23.0,1.4,0,0
3512,79942,0,0,3.92,25,,0,8.2,0.8,0,1
7994,185211,1,1,1.03,21,0.94,0,0.0,0.0,0,1
61659,1445615,1,0,0.92,20,1.05,0,33.1,6.0,0,0
63589,1490894,1,1,1.59,21,1.56,0,42.8,1.5,0,1
8842,205341,1,0,5.0,10,,0,1.9,0.1,4,1
45386,1064124,1,1,2.69,9,1.24,0,29.4,1.8,0,0
14165,329127,1,1,0.87,6,0.0,0,0.0,0.0,0,1
56451,1320769,1,0,1.38,13,0.54,1,88.5,3.7,0,0
59749,1399912,1,0,1.06,20,0.91,0,10.3,0.5,0,0
30858,723298,1,1,0.81,23,,0,4.9,0.4,0,1
55147,1291039,1,0,1.54,13,0.42,1,163.0,8.4,0,0
11138,260370,1,1,0.94,10,0.0,1,0.0,0.0,0,1
59412,1391928,1,0,1.09,54,0.92,0,439.9,28.0,0,0
17347,405463,0,0,2.57,19,,0,9.1,2.1,0,1
19881,464763,1,0,2.48,0,,0,22.4,0.6,6,1
40554,948973,1,0,3.15,12,0.79,0,46.1,2.6,0,0
60314,1413469,1,0,1.02,20,0.95,0,62.3,4.2,0,0
63902,1497835,1,1,0.73,15,1.24,0,25.2,1.1,0,0
44782,1049597,1,0,2.36,31,,0,41.2,6.8,0,1
11250,262912,1,1,6.92,22,1.96,1,96.4,6.8,0,0
32808,770590,1,1,4.28,20,1.61,0,245.9,17.4,0,0
22367,524042,1,1,2.82,7,,0,19.2,1.0,0,1
68565,1603570,1,0,0.25,21,1.72,0,33.0,2.0,0,0
32290,757941,1,1,4.37,20,,0,18.5,1.3,0,1
19340,452444,1,1,6.65,18,,1,93.0,5.7,0,1
41390,968858,1,0,3.08,12,0.86,0,89.7,5.0,0,0
32358,759529,1,0,1.97,30,0.0,0,70.0,4.4,0,1
65767,1540098,1,1,0.56,15,1.41,0,91.5,3.7,0,0
18703,437880,1,0,1.98,35,,0,20.0,2.7,0,1
25301,593523,1,0,1.81,0,,0,7.7,0.7,1,1
20328,475036,1,0,6.12,12,0.9,1,22.2,3.1,0,0
50323,1180319,1,1,2.08,17,1.84,0,169.3,69.2,0,0
29006,679531,1,1,1.99,24,,0,35.7,2.0,0,1
22164,518942,1,0,5.97,22,0.11,0,14.1,0.7,0,0
25498,598209,1,1,5.54,19,1.8,0,17.7,1.1,0,0
47675,1117765,1,1,2.38,20,1.51,1,121.6,6.7,0,0
52564,1232329,1,1,1.86,20,0.09,0,11.5,0.5,0,0
29968,702539,1,0,4.82,25,0.2,0,46.1,7.2,0,0
20462,478127,0,0,0.47,21,0.0,0,0.0,0.0,0,1
57961,1357902,1,0,1.19,22,0.78,0,4.7,0.7,0,0
50178,1176873,1,0,1.98,14,,1,29.0,1.8,0,1
23960,562199,0,0,0.93,23,0.0,1,0.0,0.0,0,1
4265,97652,1,1,1.39,0,0.61,0,0.0,0.0,5,1
66819,1564667,1,1,0.43,30,1.68,2,99.9,12.0,0,0
70821,1655627,1,0,0.08,13,1.89,1,80.5,4.0,0,0
56126,1313689,0,0,1.42,33,,0,161.8,7.4,0,0
18449,431310,0,0,1.37,18,,0,0.0,0.0,0,1
17756,414884,1,1,6.33,21,0.15,0,24.9,1.4,0,0
37318,874928,0,0,3.65,16,,0,0.2,0.0,0,0
15611,364812,1,0,3.21,16,,0,24.0,2.7,0,1
1228,28114,0,0,3.24,0,1.42,0,0.0,0.0,0,1
64160,1504052,1,1,0.71,20,0.53,0,328.6,27.4,0,0
1004,22924,1,1,9.7,5,1.84,0,5.9,0.3,3,0
9793,228150,0,0,1.99,0,,0,0.0,0.0,0,1
66794,1563999,1,1,0.43,23,1.54,0,98.3,11.5,0,0
15626,365241,1,0,2.28,0,,0,3.7,0.3,2,1
19401,453908,1,0,1.21,19,0.0,1,0.0,0.0,0,1
51046,1197346,1,1,2.11,29,,0,92.1,5.6,0,1
8929,207282,1,0,7.14,21,0.23,0,184.1,11.2,0,0
22806,534710,0,0,1.52,19,0.0,0,0.2,0.0,0,1
6052,139593,1,1,7.51,22,,0,58.5,4.9,0,1
45273,1061276,1,0,0.3,13,0.0,1,24.6,1.7,0,1
9029,209453,0,0,2.91,22,,0,29.8,2.8,0,1
50117,1175594,1,0,2.1,23,1.84,0,89.6,3.6,0,0
51828,1215856,1,0,1.93,22,0.02,0,67.7,8.7,0,0
33298,781973,1,0,1.57,30,0.0,0,61.1,7.6,0,1
