,id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
44598,1045590,1,0,2.39,31,,2,65.0,7.5,0,1
16460,383863,1,1,6.44,19,1.95,0,44.4,2.2,0,0
19374,453436,0,0,2.95,40,,0,28.6,2.2,0,1
68811,1609427,1,1,0.23,19,1.74,0,20.4,1.9,0,0
55696,1303556,1,1,1.47,12,0.46,0,17.5,2.6,0,0
37092,869412,1,0,3.69,22,1.22,0,128.6,11.1,0,0
38165,894990,1,0,0.71,24,0.0,0,0.4,0.0,0,1
4119,94367,1,1,2.18,0,,0,0.0,0.0,1,1
12144,281793,1,1,0.98,17,0.0,0,0.0,0.0,0,1
29274,686008,1,0,1.1,0,0.0,0,3.1,0.2,0,1
5748,132635,1,0,3.76,22,,1,2.1,0.9,0,1
25850,606535,1,1,5.45,10,1.3,1,9.3,5.3,0,0
9553,222035,0,0,2.24,17,,0,0.0,0.0,0,1
54241,1270592,1,1,1.81,18,0.0,0,48.1,3.2,0,1
24860,583104,1,1,5.7,14,1.68,0,19.8,1.2,0,0
62658,1469035,1,1,0.84,15,1.13,0,79.4,6.2,0,0
63414,1486869,1,0,0.04,0,0.0,0,14.6,0.9,0,1
31317,734858,1,0,1.45,12,0.0,0,17.8,1.5,0,1
36702,860697,1,0,1.56,21,0.0,1,38.8,1.5,0,1
37827,886768,0,0,0.76,32,0.0,1,56.2,5.8,0,1
67694,1584308,1,0,0.33,18,0.55,0,28.6,16.1,0,0
1311,30245,0,0,2.41,10,,0,0.0,0.0,0,1
65072,1525071,1,0,0.63,14,1.34,1,23.1,2.8,0,0
28099,658704,1,0,2.61,26,0.0,0,46.0,1.3,0,1
3550,80872,1,0,3.27,0,,0,0.0,0.0,2,1
34783,817153,1,1,4.02,25,0.0,0,12.0,1.0,0,0
68613,1604552,1,1,0.25,15,1.72,0,9.5,1.6,0,0
28842,675446,1,0,1.17,21,,0,7.3,0.6,0,1
1943,45039,1,0,3.84,23,0.26,0,0.0,0.0,0,1
37448,877745,1,0,2.55,22,0.0,0,24.9,3.5,0,1
50257,1178758,1,0,0.48,8,0.0,0,18.9,0.7,0,1
53814,1260813,0,0,1.72,73,,0,201.4,16.0,0,0
46571,1091592,1,1,2.54,15,1.64,0,119.4,14.2,0,0
60098,1407515,1,0,1.04,14,0.93,0,48.4,2.7,0,0
63971,1499883,1,0,0.73,14,1.25,0,81.1,12.1,0,0
39776,931331,1,1,3.87,19,,0,66.1,3.0,0,1
7604,175880,1,0,3.42,0,,0,1.6,0.1,4,1
19980,467317,1,0,1.92,22,0.0,0,19.5,0.8,0,1
65622,1536939,0,0,0.52,21,,0,36.9,1.8,0,1
53917,1263320,1,1,1.57,12,0.0,0,62.6,16.0,0,1
56386,1319430,1,1,2.0,34,1.17,0,64.3,6.1,0,1
61055,1431644,1,0,0.97,14,1.01,0,50.4,1.8,0,0
24912,584353,1,0,5.7,25,0.45,0,48.3,3.0,0,0
65463,1533220,1,0,1.26,0,,0,0.0,0.0,0,1
66514,1557290,1,0,1.12,30,1.84,0,19.3,1.2,0,1
9342,217007,0,0,2.3,23,,0,17.4,1.0,0,1
45786,1073975,1,0,0.7,11,0.0,0,0.0,0.0,0,1
60480,1417681,1,0,1.01,14,0.96,0,35.3,1.4,0,0
10558,247145,1,1,6.97,28,,0,74.2,5.2,0,0
48462,1136314,1,1,2.27,15,1.7,0,38.9,4.3,0,0
32528,763464,1,0,1.56,15,,0,10.1,0.5,0,1
8808,204762,0,0,0.99,22,1.48,0,0.0,0.0,0,1
30020,703709,1,0,0.67,0,0.0,0,25.3,1.5,0,1
21511,503011,1,0,3.52,26,0.0,4,45.3,3.0,0,1
46378,1086977,1,1,2.57,10,1.33,0,19.1,1.5,0,0
64179,1504405,1,1,0.71,12,1.7,0,262.5,16.6,0,0
16389,381892,0,0,1.07,21,,2,0.0,0.0,0,1
1980,45841,1,1,8.76,20,1.15,0,130.5,6.4,0,0
24440,573261,1,0,2.19,21,0.0,0,108.4,19.6,0,1
71814,1679807,1,0,0.0,0,1.97,0,,,0,0
18891,441958,1,0,2.9,18,0.0,0,16.3,1.4,0,1
57816,1354225,1,0,1.21,22,0.77,0,62.0,4.3,0,0
54835,1284265,1,0,1.59,21,0.35,0,68.3,5.8,0,0
441,9759,0,0,4.67,13,,1,0.0,0.0,0,1
36026,845448,0,0,0.99,21,,0,9.3,0.8,0,1
25991,609705,0,0,0.0,3,0.0,0,0.0,0.0,0,1
6238,144228,1,1,7.68,21,0.21,0,229.2,12.5,0,0
33575,788488,0,0,0.79,23,,0,3.9,0.3,0,1
605,13890,1,0,5.65,36,0.23,0,0.0,0.0,0,1
56387,1319448,1,1,2.05,11,1.84,0,73.5,3.4,0,1
36559,857833,1,0,2.05,26,0.0,0,42.4,4.5,0,1
24682,578704,1,0,5.72,20,1.15,0,107.1,5.1,0,0
47535,1114658,1,1,2.39,30,1.49,0,227.8,19.6,3,0
23797,558674,1,0,0.33,18,0.0,0,0.0,0.0,0,1
275,6223,1,1,11.92,29,0.23,0,16.1,1.0,0,0
57086,1336355,1,1,1.28,13,1.81,0,77.2,21.1,0,0
66783,1563667,1,1,0.44,19,1.54,2,73.3,3.1,0,0
69453,1624781,1,0,0.17,20,1.81,0,75.0,4.1,0,0
26718,626397,0,0,1.85,13,0.0,0,59.2,1.8,0,1
12695,295430,1,1,1.49,20,0.0,0,0.0,0.0,0,1
71228,1665810,0,0,0.05,13,1.92,0,28.8,0.5,0,0
26142,613162,1,0,0.61,54,,0,3.5,0.6,0,1
2194,50901,0,0,5.4,20,,0,4.3,0.3,0,1
66453,1555774,1,0,0.48,36,1.49,1,0.7,0.0,0,0
35462,832801,1,0,1.16,9,0.0,0,0.0,0.0,0,1
1847,42906,1,0,4.03,13,,0,0.0,0.0,0,1
7374,170803,1,0,1.63,12,,0,0.0,0.0,0,1
18844,440835,1,1,2.48,21,,1,18.7,1.3,0,1
6095,140692,0,0,3.48,9,0.0,0,29.5,2.7,0,1
59748,1399908,1,0,1.52,8,0.45,0,42.3,6.2,0,1
50326,1180396,1,0,2.08,12,2.22,0,59.6,4.5,0,0
43098,1009921,1,1,2.93,12,0.99,0,14.7,1.0,0,0
71809,1679653,1,0,0.0,0,1.97,0,,,0,0
23553,552722,0,0,1.01,21,0.0,1,0.3,0.1,0,1
29653,695112,1,0,0.96,21,0.0,0,14.7,1.2,0,1
36079,846703,1,0,1.15,17,0.0,0,23.9,1.0,0,1
33991,798339,1,0,0.75,16,0.0,0,49.1,11.3,0,1
30479,714646,0,0,2.36,24,,0,4.4,0.2,0,1
47630,1116885,0,0,1.67,73,,0,109.8,6.2,0,1
17359,405757,1,1,6.37,22,0.09,0,12.8,1.3,0,0
35781,840158,1,0,3.88,22,0.04,0,54.9,2.7,0,0
29523,691854,1,1,0.93,21,,0,5.7,0.5,0,1
23346,548034,1,1,5.46,22,0.0,0,8.6,0.5,0,1
24402,572619,1,1,5.75,15,1.26,0,210.4,14.9,0,0
23022,540203,0,0,0.16,8,0.01,1,0.0,0.0,0,1
63322,1484781,1,1,0.78,12,0.25,0,24.9,1.7,0,0
144,3121,1,0,10.19,14,,0,29.0,2.0,0,1
41233,965026,1,0,3.1,20,0.84,0,47.2,1.4,0,0
24179,567595,1,0,2.72,23,,0,8.1,0.4,0,1
27368,641721,1,0,5.2,22,0.03,0,56.9,2.9,0,0
22134,518080,1,1,6.32,23,,2,28.7,3.0,0,1
61990,1453552,1,1,0.9,8,1.08,0,24.2,1.6,0,0
57082,1336264,1,1,1.28,22,0.69,0,407.2,11.4,0,0
60290,1412831,1,0,1.02,14,0.95,0,57.9,6.4,0,0
39612,927631,1,0,0.71,13,0.0,0,40.7,2.7,0,1
36286,851596,1,1,3.81,12,0.14,0,79.0,5.6,0,0
38204,895805,0,0,2.82,33,,2,49.8,2.1,0,1
28059,657909,1,0,2.85,23,,0,94.8,3.1,0,1
44389,1039738,1,0,1.46,23,0.0,1,39.5,2.5,0,1
5833,134397,0,0,7.73,21,0.76,0,19.4,2.5,0,0
56463,1320920,1,0,0.33,20,0.0,0,28.0,1.4,0,1
10916,255210,0,0,2.64,23,,1,4.5,0.4,0,1
10617,248247,1,0,6.97,22,1.11,0,105.7,7.3,0,0
70239,1642403,1,0,0.12,11,1.85,0,34.3,1.8,0,0
71154,1663977,1,1,0.06,11,0.84,0,24.7,1.3,0,0
12524,291613,1,1,1.97,0,0.0,0,0.0,0.0,0,1
53293,1249402,1,1,1.77,9,0.2,0,1.7,0.3,0,0
27829,652806,1,0,3.07,32,,0,123.6,7.8,0,1
42878,1004680,1,0,2.96,22,0.0,0,15.7,0.8,0,1
41273,966151,1,1,3.56,23,0.38,2,54.4,1.6,0,1
52764,1237190,1,1,1.84,12,0.1,0,58.8,17.6,0,0
58995,1382773,1,1,1.11,28,1.11,0,56.1,1.8,0,0
1663,38403,0,0,5.8,15,0.0,0,3.5,0.2,0,1
2543,58566,0,0,1.67,13,,0,0.0,0.0,0,1
15864,370308,1,0,3.32,40,,0,28.3,7.9,0,1
63545,1489690,1,0,0.76,14,1.21,0,32.1,2.0,0,0
59,1281,0,0,5.62,0,,0,0.0,0.0,0,1
3532,80487,0,0,8.2,25,0.06,0,91.1,5.1,0,0
24227,568698,1,1,6.62,24,0.47,0,41.7,6.4,0,1
3551,80887,0,0,1.41,14,,0,0.0,0.0,0,1
4982,114167,1,1,2.05,0,,0,0.0,0.0,4,1
1161,26772,0,0,3.46,14,,0,0.0,0.0,0,1
4893,112335,1,1,4.42,16,0.0,0,3.0,0.0,0,1
67769,1586013,1,0,0.33,4,1.89,0,56.2,12.2,0,0
549,12498,0,0,4.41,0,,0,0.0,0.0,3,1
16341,380888,0,0,2.08,38,,0,51.0,5.5,0,1
68764,1608206,1,0,0.46,11,1.76,0,21.2,2.0,0,1
11241,262747,0,0,6.92,25,0.34,0,7.7,0.4,0,0
68631,1605047,1,1,0.25,21,1.73,0,13.8,1.0,0,0
11410,266480,0,0,2.99,21,,0,17.1,1.4,0,1
8680,201927,0,0,1.72,14,0.0,0,0.0,0.0,0,1
4509,102847,1,1,1.61,22,,0,0.0,0.0,0,1
21332,498999,0,0,0.55,32,,4,0.0,0.0,0,1
58552,1371821,1,0,1.13,23,1.82,2,9.9,0.4,0,0
69341,1622017,1,1,0.17,15,1.8,0,47.2,3.8,0,0
44930,1052777,1,1,2.75,25,0.13,0,25.0,1.4,0,0
44115,1033400,1,0,2.86,12,1.06,0,40.6,7.5,0,0
13412,312141,0,0,2.95,22,,0,7.8,0.7,0,1
12647,294659,0,0,4.42,24,,0,83.1,9.7,0,1
17275,403797,1,0,3.33,16,,0,52.9,9.2,0,1
29654,695118,0,0,2.13,20,,0,7.1,0.4,0,1
45836,1074911,1,0,1.59,25,0.03,0,87.6,5.4,0,1
53887,1262559,1,1,2.26,15,1.49,1,10.6,3.9,0,1
51561,1209109,1,0,1.93,14,0.0,0,18.9,3.2,0,1
22729,532957,1,0,5.92,25,0.1,0,22.0,16.5,0,0
3685,84044,0,0,1.98,52,,6,0.0,0.0,0,1
13381,311378,1,1,7.41,28,1.32,1,132.3,13.0,0,1
68850,1610287,1,0,0.23,33,,2,52.0,1.9,0,0
17738,414559,1,1,6.33,16,1.58,0,67.2,20.2,0,0
37398,876862,1,1,3.64,21,0.42,0,13.1,0.8,0,0
59338,1390526,1,0,1.09,14,0.88,4,48.1,5.7,0,0
65955,1544290,0,0,0.62,23,0.0,0,93.1,6.3,0,1
29394,688544,1,0,4.93,12,1.02,0,28.0,2.9,0,0
56923,1331942,1,1,1.31,22,0.59,0,140.8,5.7,0,0
64615,1515141,1,1,0.67,15,1.14,0,66.9,3.3,0,0
53108,1245228,1,1,2.18,15,1.43,0,38.2,3.2,0,1
53526,1254353,1,0,1.75,13,0.22,0,40.1,1.7,0,0
34938,820627,1,1,3.38,22,0.0,0,27.9,2.9,0,1
47914,1123228,0,0,0.91,17,0.0,0,9.8,0.4,0,1
53194,1247173,1,0,2.05,12,,1,23.8,2.6,0,1
46817,1097043,1,0,0.85,22,0.0,2,94.3,18.0,0,1
45401,1064515,1,1,2.69,58,0.24,0,28.1,8.0,0,0
29741,697208,1,0,4.9,25,,0,0.0,0.0,0,1
26609,623806,1,0,1.45,23,,1,70.5,12.9,0,1
69938,1635795,1,1,0.14,15,1.12,1,8.1,0.7,0,0
70823,1655683,1,1,0.08,13,1.89,0,24.8,1.1,0,0
42320,990890,1,0,0.75,13,0.0,0,21.8,1.4,0,1
23885,560387,1,0,1.99,0,,0,0.6,0.1,0,1
51026,1196880,1,0,0.49,12,0.0,0,19.2,1.3,0,1
25645,601408,1,1,5.51,21,0.55,0,52.1,7.4,0,0
36513,856884,1,0,1.0,8,,0,22.4,1.6,0,1
19377,453472,0,0,5.99,20,,0,48.4,6.5,0,1
56211,1315525,1,0,1.41,8,0.81,0,15.7,1.1,0,0
62204,1458705,1,0,0.85,10,0.0,0,11.5,0.8,0,1
51001,1196408,1,0,2.02,20,1.96,0,55.2,3.2,0,0
58653,1374405,1,1,1.13,30,0.84,2,174.6,17.7,0,0
38043,892107,1,1,3.52,16,,0,88.9,16.1,0,0
26001,609900,1,1,5.42,15,1.22,0,45.4,3.1,0,0
5631,129774,0,0,2.03,0,,0,0.0,0.0,7,1
25617,600844,1,0,1.88,23,,0,2.8,0.3,0,1
52990,1242706,1,1,1.81,12,0.12,0,264.2,10.6,0,0
42294,990250,1,0,3.01,12,0.93,0,57.0,3.5,0,0
22787,534323,0,0,1.19,19,0.0,0,0.0,0.0,0,1
35016,822562,1,1,3.99,23,0.87,0,21.9,4.2,0,0
4444,101707,1,1,4.07,23,0.0,0,0.0,0.0,0,1
45771,1073731,1,1,2.43,34,0.0,0,110.9,3.6,0,1
22951,538409,0,0,4.85,33,,2,54.8,2.9,0,1
65928,1543722,1,1,0.01,0,0.0,0,0.4,0.0,0,1
62565,1467004,1,1,0.85,19,1.12,0,78.7,13.9,0,0
17408,407061,1,1,2.08,20,,0,2.8,0.2,0,1
34659,814264,0,0,0.97,16,0.0,0,4.1,2.1,0,1
15349,358150,0,0,2.38,22,,0,3.5,0.1,0,1
39333,921797,1,0,0.81,30,0.0,0,32.2,3.9,0,1
50892,1193554,1,1,2.03,19,1.89,3,115.6,10.9,0,0
68216,1595718,1,0,0.28,15,1.69,0,21.0,4.5,0,0
32235,756806,0,0,1.6,11,0.0,0,9.9,0.6,0,1
36231,850309,1,0,3.25,33,,0,112.6,8.3,0,1
44909,1052118,1,0,1.98,17,,0,12.3,0.6,0,1
42457,994645,1,0,2.99,12,0.95,0,43.2,3.9,0,0
3030,69576,1,1,3.47,46,,0,0.0,0.0,3,1
43025,1007875,0,0,0.96,121,,0,121.4,11.3,0,1
65865,1542299,0,0,1.42,38,,0,27.9,1.3,0,1
3814,87270,1,1,2.02,0,,0,0.0,0.0,4,1
36034,845733,1,0,2.38,25,0.0,1,41.4,5.1,0,1
9680,225419,0,0,0.7,46,,0,0.0,0.0,3,1
27458,643965,1,1,5.19,19,1.96,2,103.5,9.5,0,0
14097,327949,1,0,1.32,11,0.0,0,0.0,0.0,0,1
20081,469399,0,0,1.52,20,0.0,0,5.4,0.5,0,1
66734,1562737,1,1,0.44,16,1.53,0,6.5,0.6,0,0
19417,454185,1,1,3.9,26,0.0,0,110.7,7.2,0,1
52953,1241775,1,0,1.81,13,0.16,0,121.7,5.3,0,0
27544,645855,0,0,1.76,36,,0,54.2,6.1,0,1
62745,1471314,1,0,0.88,14,0.0,0,0.0,0.0,0,1
56973,1333139,1,1,1.3,7,1.83,2,191.2,14.9,0,0
53541,1254740,1,1,2.25,15,1.65,0,44.5,5.4,0,1
61798,1448710,1,0,0.91,14,1.06,0,35.0,1.9,0,0
62852,1473645,1,0,0.5,13,0.0,0,32.5,1.9,0,1
17499,409247,1,0,1.98,23,,0,2.1,0.3,0,1
68959,1612544,1,0,0.19,11,0.0,0,39.6,4.3,0,1
7624,176650,0,0,1.99,24,,0,0.0,0.0,0,1
66240,1550709,1,1,0.52,23,0.54,0,77.4,7.3,0,0
24383,572248,1,0,3.61,32,,0,235.4,28.9,0,1
31467,738356,1,0,1.18,15,0.0,0,15.2,0.8,0,1
7164,166101,1,1,1.21,21,,1,0.0,0.0,0,1
68349,1598770,1,0,0.27,26,1.32,0,80.1,6.3,0,0
48422,1135412,1,1,2.27,25,0.08,0,123.6,7.4,0,0
52403,1228897,1,1,1.88,20,0.02,0,17.6,0.9,0,0
35816,840976,1,0,3.88,22,0.03,1,62.5,4.4,0,0
68448,1600906,1,0,0.26,23,1.71,0,58.7,5.5,0,0
26106,612115,0,0,0.84,17,,0,3.2,0.3,0,1
62158,1457640,1,0,0.88,14,1.09,0,21.8,1.7,0,0
65891,1542793,1,1,1.4,19,0.32,1,58.5,8.9,0,1
58338,1366600,1,1,1.61,27,0.61,0,82.5,5.4,0,1
37047,868377,1,0,0.39,17,0.0,0,18.1,3.2,0,1
25988,609557,1,0,1.19,22,,0,8.0,0.5,0,1
24808,581893,1,1,5.96,18,0.7,0,35.0,3.2,0,1
27936,655156,0,0,1.98,15,0.0,0,18.9,1.3,0,1
20629,481733,1,0,2.01,21,,0,1.0,0.1,0,1
32944,773548,1,1,4.26,20,1.63,0,119.1,10.0,0,0
4438,101614,0,0,5.25,0,,0,0.4,0.1,0,1
58541,1371647,1,1,0.21,18,0.0,0,46.5,5.3,0,1
51839,1216071,1,1,1.93,16,1.57,2,59.8,3.5,0,0
40240,941753,1,0,3.18,12,0.76,0,82.2,5.5,0,0
30326,711140,0,0,4.76,24,1.89,0,92.8,5.5,0,0
42273,989659,1,0,0.56,8,0.0,0,21.3,0.7,0,1
37945,889664,1,0,3.54,19,1.79,0,95.8,9.6,0,0
50880,1193176,1,0,2.03,13,0.59,0,57.7,7.4,0,0
30347,711544,1,0,1.0,0,0.0,0,25.4,1.7,0,1
2890,66050,1,1,3.45,0,,0,0.0,0.0,7,1
6473,149362,1,1,7.65,15,1.07,0,42.4,1.9,0,0
6707,155027,1,0,7.62,21,0.49,0,170.4,7.4,0,0
22824,535123,1,0,2.76,24,,0,26.5,1.7,0,1
17510,409405,1,1,3.95,24,0.0,0,4.1,0.3,0,1
68297,1597593,1,1,0.27,14,,1,31.0,3.9,0,0
12373,287746,0,0,3.39,14,0.0,1,30.0,0.7,0,1
49568,1163382,1,0,2.62,16,,0,0.0,0.0,0,1
15840,369706,0,0,2.23,12,,0,2.4,0.4,0,1
19213,449440,1,0,2.99,18,0.0,0,49.0,2.8,0,1
54167,1268808,1,0,1.76,14,,0,5.2,0.3,0,1
4060,92916,0,0,1.64,12,,1,0.0,0.0,0,1
18403,430205,1,1,4.76,20,0.0,0,24.5,1.8,0,1
19328,452161,1,0,0.82,16,0.0,0,0.0,0.0,0,1
65277,1529431,1,0,0.61,18,1.7,0,77.7,6.1,0,0
61887,1450760,1,0,0.9,33,1.07,1,160.4,7.6,0,0
57480,1346223,1,1,2.04,17,1.84,0,63.2,3.7,0,1
28932,677697,1,0,2.13,22,0.0,0,25.7,1.1,0,1
29011,679724,1,0,2.15,25,0.0,0,28.9,1.1,0,1
59805,1401179,1,0,1.06,12,0.91,0,42.3,3.1,0,0
13044,303506,1,1,6.8,16,1.61,0,41.9,2.1,0,0
46424,1087877,1,0,1.35,24,0.0,0,40.6,2.0,0,1
8491,197458,1,1,2.85,15,,0,19.0,2.1,4,1
40379,944986,1,0,3.17,12,0.76,0,148.2,7.4,0,0
50002,1173452,1,1,2.1,18,1.82,0,18.5,1.8,0,0
44526,1043212,1,1,2.8,10,1.13,0,41.6,2.5,0,0
40786,954914,1,1,3.14,24,0.76,0,79.6,3.5,0,0
56363,1318955,1,0,2.0,12,1.89,0,76.6,10.7,0,1
53158,1246398,1,0,1.79,13,0.18,0,124.0,5.1,0,0
20839,486758,1,0,3.68,20,,0,49.4,3.0,0,1
60994,1430500,1,1,0.97,20,1.0,0,37.3,2.9,0,0
69872,1634325,0,0,0.14,24,1.83,0,19.9,1.2,0,0
34829,818176,1,0,0.63,11,0.0,0,0.0,0.0,0,1
41957,982311,1,0,3.04,12,1.07,0,27.8,5.0,0,0
1565,36148,0,0,2.61,17,1.73,0,0.0,0.0,0,1
21010,490929,1,0,6.07,25,0.11,0,89.9,5.4,0,0
64741,1518040,1,1,0.65,15,1.32,3,48.4,2.8,0,0
5029,115370,1,1,1.35,9,0.65,1,0.0,0.0,0,1
17915,418465,1,0,6.31,25,0.41,0,126.6,25.1,0,0
57375,1343848,1,0,1.25,37,0.97,0,91.5,9.9,0,0
11222,262241,1,1,6.92,24,1.44,0,253.9,8.2,0,0
52895,1240301,1,0,0.59,13,0.0,0,20.2,1.2,0,1
31754,745785,1,0,2.41,17,0.0,1,86.9,4.8,0,1
12427,289050,1,0,2.06,23,,0,1.3,0.2,0,1
55747,1305071,1,0,1.1,21,0.0,0,28.7,2.8,0,1
57604,1349077,1,0,1.9,20,1.81,0,33.0,2.4,0,1
38127,894053,0,0,0.44,16,0.0,0,9.3,0.2,0,1
14071,327170,0,0,2.05,23,,0,1.2,0.5,0,1
59120,1385557,1,1,1.1,28,1.12,0,256.8,9.6,0,0
9765,227680,1,0,1.98,22,,0,0.0,0.0,0,1
71510,1672285,1,0,0.03,0,0.98,0,2.7,0.4,0,0
9900,230722,1,0,2.77,21,,0,12.6,1.4,0,1
42820,1003403,1,0,2.96,21,1.89,0,31.0,3.0,0,0
5372,123334,1,0,1.07,0,,0,0.0,0.0,0,1
9809,228431,1,0,4.84,26,0.0,0,7.9,0.7,0,1
51200,1200844,1,0,2.0,13,1.89,0,20.2,6.8,0,0
47156,1105253,1,1,2.44,12,1.04,0,21.8,1.1,0,0
26256,615609,1,0,3.39,26,0.0,1,68.0,4.6,0,1
27495,644726,1,0,1.47,23,,0,32.2,2.1,0,1
69236,1619328,1,0,0.18,22,1.79,0,94.4,8.4,0,0
3703,84466,1,1,2.84,0,,0,0.0,0.0,7,1
5788,133396,1,0,2.06,24,,0,0.0,0.0,0,1
51821,1215741,1,0,2.1,15,,0,24.9,2.2,0,1
41461,970666,1,0,0.66,13,0.0,0,4.7,0.4,0,1
70948,1658907,1,0,0.08,8,0.89,0,35.1,2.9,0,0
31737,745435,1,0,4.48,20,1.41,1,24.3,1.3,0,0
5809,133907,1,0,1.82,43,,1,0.0,0.0,0,1
53704,1258231,1,0,1.73,21,0.1,0,28.0,1.7,0,0
15298,356732,0,0,1.97,22,0.0,2,11.1,0.7,0,1
36084,846755,1,0,0.77,16,0.0,0,17.7,3.4,0,1
48784,1144428,1,0,2.23,26,,0,180.1,7.5,0,0
48460,1136275,1,0,2.27,28,1.96,0,105.6,4.8,0,0
17474,408786,0,0,1.98,39,,19,76.9,6.3,0,1
29966,702480,0,0,1.96,21,0.0,0,11.3,0.6,0,1
54234,1270396,1,1,1.67,27,0.55,0,320.3,16.1,0,0
37593,881293,0,0,0.71,21,0.0,0,23.0,0.9,0,1
16267,379399,1,0,1.82,18,0.0,0,0.0,0.0,0,1
39254,920214,1,0,3.31,21,0.56,0,129.0,12.4,0,0
32249,757139,1,0,0.22,4,0.0,0,5.9,0.8,0,1
261,6003,0,0,7.41,21,,1,2.4,0.9,0,1
51764,1214605,1,0,1.38,14,0.46,0,12.2,1.3,0,1
18610,435548,1,1,2.17,21,,1,13.2,1.1,0,1
33292,781836,1,0,1.97,30,0.0,0,60.0,3.4,0,1
30906,724718,1,0,2.66,29,0.0,3,14.0,1.4,0,1
60981,1430168,1,0,1.78,20,0.19,0,39.0,1.5,0,1
65174,1527340,1,1,0.37,19,0.0,0,25.7,5.5,0,1
16071,375449,1,0,3.59,21,0.0,0,16.1,1.8,0,1
7083,164203,1,0,6.39,12,,0,49.4,3.1,0,1
36950,866194,1,0,0.35,9,0.0,0,39.1,2.5,0,1
46215,1082923,1,0,2.82,24,,0,61.1,5.4,0,1
44179,1034744,1,0,2.85,22,1.06,0,28.9,1.5,0,0
28733,672621,0,0,0.19,16,0.0,0,2.3,0.2,0,1
36302,851884,1,0,0.75,20,0.0,0,3.1,0.2,1,1
42605,998368,1,0,1.97,25,0.0,0,35.4,1.7,0,1
3617,82387,1,1,2.01,0,,0,0.0,0.0,5,1
32830,771006,1,0,2.01,26,,0,21.8,7.8,0,1
56859,1330232,1,0,1.31,14,0.66,0,22.8,1.0,0,0
45035,1055214,1,1,2.74,15,1.18,1,125.1,10.7,0,0
67619,1582883,1,0,0.24,21,0.0,0,25.2,1.3,0,1
21520,503133,1,0,2.66,22,,0,14.1,1.0,0,1
20804,485761,1,0,3.64,15,,0,48.0,1.7,0,1
21852,511610,1,1,5.99,21,0.48,0,92.0,10.6,0,0
31867,748264,1,1,4.45,15,1.49,1,32.6,1.9,0,0
54410,1274339,1,1,1.64,21,0.28,0,66.6,7.1,0,0
45051,1055506,1,1,2.74,22,1.48,1,280.8,13.7,0,0
54887,1285434,1,1,1.58,10,1.32,0,39.3,2.3,0,0
24389,572336,1,1,5.75,20,0.99,1,38.8,3.3,0,0
41931,981641,1,0,0.42,14,0.0,0,116.1,10.1,0,1
61654,1445487,1,0,0.92,14,1.05,2,56.7,4.9,0,0
51161,1200060,0,0,0.36,30,,1,52.3,1.6,0,1
6540,150974,0,0,2.11,35,,1,0.0,0.0,0,1
45441,1065619,1,1,2.69,22,1.26,3,71.5,5.5,0,0
29465,690626,1,0,0.49,20,0.0,0,18.5,0.7,0,1
11307,264464,1,1,6.91,31,1.74,0,127.5,7.5,0,0
46819,1097120,1,1,2.5,15,1.42,1,156.8,12.3,0,0
5061,115918,0,0,3.25,10,,0,0.0,0.0,0,1
55003,1287825,1,0,1.56,21,0.4,0,71.1,3.9,0,0
56803,1329000,1,0,1.32,20,0.65,0,66.4,4.2,0,0
67930,1589545,1,1,0.31,21,1.66,0,57.9,3.9,0,0
62004,1453927,1,1,0.89,15,1.08,0,28.5,1.6,0,0
27253,638721,1,0,1.22,0,0.0,2,11.6,6.2,0,1
17436,407751,1,1,6.35,18,1.82,0,72.7,7.3,0,0
40152,939563,1,0,0.18,12,0.0,1,17.5,1.6,0,1
39343,922045,1,1,3.3,20,0.64,0,69.2,4.2,0,0
59712,1399102,1,1,1.07,28,1.15,0,43.9,7.8,0,0
49437,1160229,1,0,0.47,16,0.0,1,71.4,3.4,0,1
58716,1375927,1,0,1.13,14,0.85,0,36.6,3.9,0,0
32047,752523,1,0,0.62,23,,0,10.9,0.6,0,1
1570,36312,1,0,4.49,0,,0,0.1,0.0,0,1
66385,1553970,1,1,1.04,66,0.93,0,264.6,30.1,0,1
1614,37358,0,0,4.6,10,,0,0.0,0.0,0,1
58859,1379612,1,1,1.93,15,0.29,0,131.0,6.0,0,1
52371,1228156,1,1,1.37,25,0.0,0,5.3,2.5,0,1
11609,270800,1,0,6.89,29,0.19,0,65.0,2.8,0,0
18744,438784,1,1,6.24,21,0.1,0,23.3,1.2,0,0
18461,431516,1,0,6.27,12,0.92,0,92.8,7.8,0,0
54030,1265748,1,1,1.69,13,0.28,0,20.6,1.5,0,0
2765,63116,0,0,8.44,12,,0,0.8,0.1,3,0
66685,1561531,1,0,0.84,13,,0,0.0,0.0,0,1
71313,1667839,1,1,0.05,4,1.93,0,7.6,2.0,0,0
10070,235174,1,1,2.84,56,,0,86.8,6.7,0,1
6678,154198,1,0,7.62,8,1.13,0,10.0,1.2,0,0
4390,100558,1,0,3.19,9,,0,0.6,0.1,0,1
13002,302502,0,0,1.01,17,0.0,0,0.0,0.0,0,1
34979,821678,1,1,3.99,19,1.9,0,27.7,2.0,0,0
30144,706719,1,1,4.79,28,1.51,0,40.1,3.6,0,0
58003,1358741,1,1,1.49,0,1.21,0,22.0,3.6,0,1
